Том,№,Субъект,,,Карта 69,Карта 70,Карта 71,Карта 72,Карта 73,Карта 74,Карта 75,Карта 76,Карта 77,Карта 78,Карта 79,Карта 80,Карта 81,Карта 82,Карта 83,Карта 84,Карта 85,Карта 87,Карта 88,Карта 89,Карта 90,Карта 91,Карта 92,Карта 93,Карта 94,Карта 95,Карта 96,Карта 97,Карта 98,Карта 99,Карта 100,Карта 101,Карта 102,Карта 103,Карта104,Карта 105,Карта 106,Карта 107,Карта 108,Карта 109,Карта 110,Карта 111,Карта 112,Карта 113,Карта 114,Карта 115,Карта 116,Карта 117,Карта 118
1,147,16,с,Мокрые Курнали,1,1,1,1,2,1,1,1,1,2,1,1,3,6,2,1,1,8,1,1,1,1,8,1,7,1,1,1,8,1,1,1,1,2,1,1,1,1,1,8,7,1,1,1,1,2,1,1,1
1,111,16,с,Альвидино,1,8,1,1,1,1,1,1,2,1,1,1,2,3,6,1,1,2,1,1,8,1,7,1,1,1,2,1,8,1,2,1,3,2,2,1,6,1,1,8,7,1,1,1,2,1,1,1,1
1,114,16,с,Большой Салтан,1,1,1,1,2,1,1,1,2,1,8,1,7,2,6,1,1,2,1,1,8,1,8,8,8,1,2,1,1,1,3,1,3,2,1,1,1,1,1,8,2,1,1,1,7,1,2,1,1
1,118,16,с,Большой Ошняк,1,1,1,1,2,1,1,1,2,1,1,1,1,3,6,1,1,2,1,1,8,1,8,2,1,1,2,1,1,1,1,1,3,2,1,1,1,1,1,8,7,1,1,1,7,2,2,1,1
1,117,16,с,Татарский Янтык,1,1,1,1,2,1,1,1,2,1,2,1,1,6,6,1,1,2,1,1,8,1,7,1,1,1,2,1,2,1,1,1,3,2,1,1,1,1,1,8,8,1,1,1,1,7,7,1,1
1,122,16,с,Большая Елга,1,1,1,1,2,1,1,1,2,1,2,1,7,6,6,1,1,2,1,1,8,1,8,2,8,1,2,1,1,1,1,1,1,2,1,1,1,1,1,18,8,1,1,1,7,1,7,1,1
1,108,16,с,Ямашурма,1,7,2,1,1,1,1,1,2,1,2,1,1,2,6,1,1,2,1,1,7,1,7,1,1,1,2,1,1,1,1,1,3,2,1,1,2,1,1,8,7,1,1,1,8,1,1,12,1
1,113,16,с,Шали,1,1,2,1,2,1,1,1,2,1,1,1,7,6,6,1,1,2,1,1,8,1,8,1,1,1,2,1,8,1,3,1,3,2,1,1,1,1,1,8,7,1,1,1,1,1,2,1,1
1,116,16,с,Пелево,1,1,1,1,2,1,1,1,2,1,2,1,1,6,6,1,1,2,8,1,8,1,7,2,8,1,2,1,1,1,1,1,1,2,1,1,1,1,1,8,8,1,1,1,8,2,7,1,1
1,121,16,с,Именьково,1,1,1,1,2,1,1,1,2,1,2,1,7,6,6,1,1,2,1,1,1,1,1,1,8,1,2,1,1,1,1,1,1,2,1,1,6,1,1,18,7,1,1,1,7,7,7,1,1
1,115,16,с,Кирби,1,1,1,1,2,1,1,1,2,1,1,1,1,6,3,1,1,2,1,1,1,1,8,2,8,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,7,1,1,1,1
1,120,16,с,Курманаково,1,1,1,1,2,1,1,1,2,2,1,1,1,6,3,1,1,2,1,1,1,1,1,2,8,1,2,1,8,1,1,1,1,2,1,1,1,1,1,8,8,1,1,1,7,7,1,1,1
1,123,16,с,Татарские Саралы,1,1,1,1,2,1,1,1,2,2,1,1,1,6,3,2,1,2,8,1,1,1,1,2,8,1,2,1,1,1,1,8,1,2,1,1,1,1,1,18,8,1,1,1,7,2,1,1,1
1,119,16,д,Татарский Кабан,7,1,1,1,2,1,1,1,2,8,2,1,7,1,3,1,1,2,1,1,1,1,1,1,8,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,7,2,1,1,1
1,207,16,с,Татарские Шатрашаны,1,1,10,1,1,1,1,1,1,1,10,1,6,6,1,2,2,1,1,1,1,8,1,8,2,3,1,8,1,1,1,1,11,1,1,1,7,2,2,2,2,2,3,1,1,1,1,1,1
1,206,16,с,Старые Чукалы,1,1,10,1,1,1,1,1,1,1,1,2,6,6,2,2,2,1,1,1,1,8,1,8,7,3,1,8,1,1,1,1,11,8,1,1,7,2,2,2,2,2,3,1,1,7,1,1,1
1,205,16,с,Большая Цильна,1,1,10,1,1,1,1,1,8,1,2,1,6,6,2,2,2,1,1,1,1,1,1,1,7,3,1,8,1,1,1,1,11,1,1,1,7,2,2,1,7,2,6,1,1,7,1,1,1
1,204,16,с,Старая Задоровка,1,1,10,1,1,1,1,1,8,1,1,1,6,6,2,2,2,1,1,1,1,8,1,1,8,3,1,8,1,1,1,1,11,1,1,1,7,2,2,2,2,2,2,1,1,7,1,1,1
1,202,16,д,Мочалей,1,1,10,1,1,1,1,1,1,1,1,2,6,6,2,2,2,1,1,1,1,8,1,8,7,3,1,8,1,1,1,1,11,8,1,1,7,2,2,2,2,2,3,1,1,7,1,1,1
1,203,16,с,Старое Шаймурзино,1,1,10,1,1,1,1,1,8,1,2,1,6,6,2,2,2,1,1,1,1,8,1,1,7,3,1,8,1,1,1,1,11,1,1,1,7,2,2,1,7,2,3,1,1,7,1,1,1
1,201,16,с,Новые Ишли,1,1,10,1,1,1,1,1,1,1,10,1,6,6,2,2,2,1,1,1,1,8,1,8,7,2,1,8,1,1,1,1,11,1,1,1,7,2,2,2,2,2,1,1,1,7,12,1,1
1,200,16,д,Татарские Тюки,1,1,10,1,1,1,1,1,1,1,10,1,6,6,2,2,2,1,1,1,1,8,1,8,7,2,1,8,1,1,1,1,11,1,1,1,7,2,2,2,2,2,1,1,1,7,12,1,1
1,199,16,с,Энтуганы,1,1,10,1,1,1,1,1,1,1,10,1,6,6,2,2,2,1,1,1,1,8,1,1,7,3,1,8,1,1,1,1,11,1,1,1,7,2,2,1,7,2,1,1,1,1,1,1,1
1,77,16,с,Чутеево,1,1,10,1,1,1,1,1,1,1,10,1,6,6,2,1,2,1,1,1,1,8,1,1,7,3,1,1,1,1,7,2,11,1,1,1,7,2,2,1,7,2,1,1,1,2,1,1,1
1,76,16,с,Хозесаново,1,1,10,2,1,1,1,1,1,1,22,1,2,6,1,1,2,2,2,1,1,15,1,2,7,3,1,1,1,1,7,2,1,2,1,1,7,1,2,8,8,1,1,1,1,2,1,7,1
1,75,16,с,Старое Тябердино,1,1,2,2,1,1,1,1,1,1,22,1,2,6,1,1,2,2,2,1,7,2,1,2,2,2,1,8,1,1,7,2,1,2,1,1,7,1,2,8,8,1,1,1,1,1,1,7,1
1,56,16,с,Нижний Искубаш,1,1,1,1,1,1,1,1,1,8,1,1,1,2,6,1,1,2,8,7,8,1,8,8,8,1,2,1,1,1,2,1,3,2,1,1,6,1,1,8,1,1,1,2,8,1,2,1,1
1,30,16,с,Кугунур,1,7,1,1,1,1,1,1,6,1,1,1,7,2,6,1,2,2,1,1,2,1,2,1,1,1,2,1,2,1,1,1,3,7,1,1,6,1,1,8,1,1,1,2,1,2,1,1,1
1,31,16,с,Арбор,1,7,1,1,1,1,1,1,6,1,1,1,7,2,6,1,2,2,1,1,2,1,2,1,1,1,2,1,2,1,1,1,3,7,1,1,6,1,1,8,1,1,1,2,1,2,1,1,1
1,32,16,с,Нуринер,1,7,1,1,1,1,1,1,6,1,1,1,7,2,6,1,2,2,1,1,2,1,2,1,8,1,2,1,2,1,3,1,3,2,1,1,6,1,1,8,1,1,1,2,1,2,7,1,1
1,33,16,с,Верхний Субаш,1,1,1,1,1,1,1,1,1,8,1,1,7,2,6,1,2,2,1,7,2,1,2,1,8,1,2,1,2,1,1,1,3,7,1,1,6,1,1,8,1,1,1,2,8,1,7,1,1
1,35,16,с,Янгулово,1,7,1,1,1,1,1,1,1,1,1,1,7,2,6,1,1,2,1,1,7,1,2,1,8,1,2,1,2,1,3,1,3,2,1,1,6,1,1,8,8,1,1,2,8,2,2,1,1
1,37,16,с,Мамашир,1,7,1,1,1,1,1,1,6,1,1,1,1,2,6,1,2,2,1,7,8,1,8,1,8,1,2,1,8,1,3,1,3,2,1,1,6,1,1,8,1,1,1,2,8,1,2,1,1
1,40,16,с,Бурбаш,1,7,1,1,1,1,1,1,6,1,1,1,1,3,6,1,1,2,1,1,8,1,2,1,8,1,2,1,2,1,3,1,3,2,1,1,2,1,1,2,7,1,1,2,8,2,2,1,1
1,38,16,с,Норма,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,8,1,8,1,8,1,8,1,2,1,2,1,1,1,3,2,1,1,6,1,1,8,8,1,1,2,8,2,2,1,1
1,39,16,д,Карадуван,1,1,1,1,1,1,1,1,1,1,1,1,1,3,6,1,1,2,8,1,7,1,2,8,8,1,2,1,2,1,1,1,3,2,1,1,6,1,1,8,7,1,1,2,8,1,2,1,1
1,42,16,с,Туембаш,1,1,1,1,1,1,1,1,6,1,1,1,1,2,6,1,2,2,1,7,8,1,8,1,8,1,2,1,8,1,3,1,3,2,1,1,6,1,1,8,1,1,1,2,8,1,2,1,1
1,44,16,с,Байлянгар,1,1,1,1,1,1,1,1,6,1,1,1,1,3,6,1,1,2,1,1,8,1,7,1,8,1,2,1,8,1,3,1,3,2,1,1,2,1,1,8,7,1,1,2,8,1,2,1,1
1,45,16,с,Сиза,1,1,1,1,1,1,1,1,1,1,1,1,7,3,6,1,1,2,1,1,8,1,2,1,1,1,2,1,8,1,1,1,3,2,1,1,6,1,1,2,2,1,1,1,1,1,2,1,1
1,46,16,с,Верхняя Корса,1,1,1,1,1,1,1,1,6,1,1,1,1,3,6,1,1,2,1,1,8,1,2,1,8,1,2,1,1,1,1,1,3,2,1,1,6,1,1,2,2,1,1,1,1,1,2,1,1
1,47,16,с,Измя,1,1,1,1,1,1,1,1,1,8,2,1,1,2,6,1,1,2,1,1,8,1,2,1,8,1,2,1,8,1,1,1,3,2,1,1,6,1,1,2,2,1,1,1,8,1,2,1,1
1,48,16,с,Евлаштау,1,1,1,1,1,1,1,1,1,1,1,1,1,3,6,1,1,2,1,1,8,1,7,1,8,1,2,1,8,1,1,1,3,2,1,1,6,1,1,8,8,1,1,1,1,1,2,1,1
1,50,16,с,Псяк,1,1,1,1,1,1,1,1,6,1,1,1,1,3,6,1,1,2,8,7,8,1,7,1,8,1,2,1,8,1,2,1,3,2,1,1,6,1,1,8,1,1,1,2,8,2,2,1,1
1,53,16,с,Урясьбаш,1,1,1,1,1,1,1,1,1,1,1,1,2,2,6,1,1,2,1,1,8,1,7,1,8,1,2,1,1,1,2,1,3,2,1,1,6,1,1,8,8,1,1,2,8,1,7,1,1
1,52,16,с,Кильдебяк,1,1,1,1,1,1,1,1,6,8,1,1,1,2,6,1,1,2,1,1,8,1,7,1,8,1,2,1,1,1,2,1,3,2,1,1,6,1,1,8,7,1,1,2,8,2,2,1,1
1,51,16,с,Старый Мичан,1,1,1,1,1,1,1,1,6,8,1,1,1,2,6,1,1,2,1,1,8,1,2,1,8,1,2,1,1,1,3,1,3,2,1,1,6,1,1,8,7,1,1,1,8,1,2,1,1
1,19,16,с,Большие Верези,1,7,2,1,1,1,1,1,6,8,2,1,7,3,6,1,1,2,1,1,7,1,2,1,8,1,2,1,1,1,1,1,3,2,1,1,6,1,1,2,7,1,1,7,8,1,1,12,1
1,11,16,с,Сардебаш,1,1,1,1,1,1,1,1,1,1,1,1,7,2,6,1,1,2,1,1,2,1,2,1,8,1,2,1,2,1,2,1,3,7,1,1,6,1,1,1,2,1,1,1,8,1,1,1,1
1,13,16,с,Апазово,1,1,1,1,1,1,1,1,1,8,1,1,7,2,6,1,1,2,1,1,7,1,2,1,1,1,2,1,2,1,1,1,3,2,1,1,6,1,1,8,7,1,1,1,1,1,1,1,1
1,18,16,с,Средний Пшалым,1,1,9,1,1,1,1,1,1,1,1,1,1,3,6,1,1,2,1,1,8,1,2,1,8,1,2,1,8,1,1,1,3,2,1,1,6,1,1,8,7,1,1,7,8,1,7,1,1
1,24,16,д,Мендюш,1,1,1,1,1,1,1,1,6,8,1,1,7,3,6,1,1,2,1,1,8,1,2,8,8,1,2,1,8,1,1,1,3,2,1,1,6,1,1,2,2,1,1,1,1,2,2,1,1
1,28,16,с,Качелино,1,1,1,1,1,1,1,1,6,1,1,1,1,2,6,1,1,2,1,1,8,1,7,8,1,1,2,1,8,1,1,1,3,2,1,1,6,1,1,2,2,1,1,1,1,1,1,1,1
1,10,16,с,Байкал,1,7,2,1,1,1,1,1,1,1,1,1,1,2,6,1,1,2,1,1,2,1,2,1,8,1,2,1,2,1,1,1,3,7,1,1,6,1,1,8,8,1,1,1,1,1,1,1,1
1,16,16,с,Ашитбаш,1,1,2,1,1,1,1,1,6,1,1,1,7,3,6,1,2,2,1,1,7,1,2,1,8,1,2,1,8,1,1,1,3,2,1,1,6,1,1,2,2,1,1,1,8,1,7,1,1
1,23,16,с,Утар-Аты,1,1,2,1,1,1,1,1,1,1,2,1,1,3,1,1,1,2,1,1,8,1,7,8,8,1,2,1,2,1,3,1,3,2,1,1,6,1,1,8,7,1,1,7,8,1,1,1,1
1,17,16,с,Большой Менгер,1,7,2,1,1,1,1,1,6,1,2,1,7,2,6,1,1,2,1,1,7,1,2,1,8,1,2,1,2,1,1,1,3,2,1,1,6,1,1,8,7,1,1,7,8,1,1,12,1
1,12,16,с,Ключи-Сап,1,7,2,1,1,1,1,1,1,1,1,1,1,3,6,1,1,2,8,1,2,1,2,1,8,1,2,1,1,1,1,1,3,2,1,1,6,1,1,8,7,1,1,1,1,1,1,12,1
1,15,16,с,Кубян,1,7,2,1,1,1,1,1,1,1,2,1,1,3,6,1,1,2,1,1,7,1,2,1,8,1,2,1,1,1,1,1,3,2,1,1,6,1,1,8,7,1,1,7,1,1,1,12,1
1,22,16,с,Коморгузя,1,7,2,1,1,1,1,1,1,8,2,1,7,2,6,1,1,2,1,1,8,1,2,1,8,1,2,1,2,1,1,1,3,2,1,1,6,1,1,8,7,1,1,1,1,1,1,12,1
1,27,16,с,Ташлы-Ковали,1,7,2,1,1,1,1,1,1,8,2,1,1,2,6,1,1,2,1,7,7,1,2,8,8,1,2,1,1,1,1,1,3,2,1,1,6,1,1,2,7,1,1,1,8,1,1,12,1
1,14,16,с,Ислейтар,1,7,2,1,1,1,1,1,6,1,2,1,7,3,6,1,1,2,8,1,7,1,7,8,8,1,2,1,1,1,1,1,3,2,1,1,6,1,1,2,2,1,1,1,1,1,1,12,1
1,21,16,д,Малый Сулабаш,1,7,2,1,1,1,1,1,6,1,2,1,7,6,6,1,1,2,1,1,8,1,7,1,8,1,2,1,2,1,1,1,3,2,1,1,6,1,1,1,7,1,1,1,8,1,1,12,1
1,26,16,с,Альдермыш,1,7,2,1,1,1,1,1,6,8,1,1,1,3,6,1,1,2,1,1,7,1,7,1,8,1,2,1,2,1,1,1,3,2,1,1,6,1,1,1,7,1,1,1,1,1,1,12,1
1,20,16,с,Большой Битаман,1,7,2,1,1,1,1,1,1,1,2,1,1,6,6,1,1,2,1,1,8,1,7,1,8,1,2,1,8,1,1,8,3,2,1,1,6,1,1,1,7,1,1,7,8,1,1,12,1
1,25,16,с,Большие Ковали,1,7,2,1,1,1,1,1,6,1,1,1,1,6,6,1,1,2,1,1,7,1,2,8,8,1,2,1,2,1,1,1,3,2,1,1,6,1,1,1,7,1,1,1,1,1,1,12,1
1,4,16,с,Большие Кургузи,1,1,2,1,1,1,1,1,6,1,1,1,1,6,6,1,1,2,8,1,8,1,7,1,8,1,2,1,1,1,1,1,3,2,1,1,6,1,1,2,2,1,1,1,1,1,1,12,1
1,248,16,д,Бикулово,1,1,10,1,1,2,1,1,1,1,1,1,6,6,2,1,2,8,1,1,1,1,8,1,7,3,1,2,1,1,1,1,11,8,1,1,7,8,1,2,2,7,1,1,1,1,1,1,1
1,249,16,д,Нижний Нурлат,1,1,10,1,1,2,1,1,8,1,2,1,6,6,2,1,2,8,1,1,1,1,1,1,7,3,1,8,1,1,1,1,11,8,1,1,7,8,1,1,7,7,1,1,1,2,1,1,1
1,247,16,,Савиново,1,1,10,1,1,2,1,1,8,1,1,1,6,6,2,1,2,8,1,1,1,1,1,1,7,8,8,8,1,1,1,1,11,8,1,1,7,8,1,1,7,7,1,1,1,1,1,1,1
1,246,16,с,Кривое Озеро,1,1,10,1,1,2,1,1,8,1,1,1,6,6,2,1,2,8,1,1,1,1,1,1,7,1,8,2,1,1,1,8,11,8,1,1,7,8,1,2,2,7,1,1,1,2,1,1,1
1,245,16,с,Курманаево,1,1,10,1,1,1,1,1,8,1,1,1,6,6,3,1,2,8,1,1,1,1,8,1,7,3,1,2,1,1,1,2,11,1,1,1,7,8,1,2,2,7,2,1,1,2,1,1,1
1,225,16,,Ст. Баран//Иске Рязап,1,1,10,1,2,1,1,1,1,2,1,1,1,6,2,2,1,8,1,1,1,1,1,2,7,1,1,8,1,1,1,2,1,2,1,1,7,1,1,1,8,1,1,1,7,1,1,1,1
1,224,16,с,Новый Баран,1,1,10,1,2,1,1,1,1,2,1,1,1,6,2,2,1,8,1,1,1,1,1,2,7,1,1,8,1,1,1,2,1,2,1,1,7,1,1,1,8,1,1,1,7,1,1,1,1
1,49,16,с,Березняк,1,1,1,1,1,1,1,1,6,1,1,1,1,2,6,1,1,2,1,1,1,1,7,1,8,1,2,1,1,1,2,1,3,2,1,1,6,1,1,8,8,1,1,2,8,1,2,1,1
1,167,16,с,Тавель,1,1,10,1,1,1,1,1,1,1,1,1,7,1,1,1,1,2,1,2,1,1,7,8,1,1,1,1,1,1,2,1,11,1,1,1,7,1,1,2,2,1,1,1,1,2,2,1,1
1,258,16,с,Нижняя Каменка,1,1,10,1,1,1,1,1,8,1,1,1,3,6,2,1,2,1,1,1,1,8,8,1,7,3,8,1,1,1,1,1,11,1,1,1,7,2,2,1,8,7,1,1,1,2,1,1,1
1,261,16,с,Лашманка,1,1,10,1,1,1,1,1,8,1,1,1,3,6,2,2,1,8,1,1,1,8,1,1,7,3,1,1,1,1,1,1,11,1,1,1,7,2,2,1,7,7,1,1,1,2,1,1,1
1,256,16,,Татар. Волчье,1,1,10,1,1,1,1,1,8,1,1,1,3,6,2,2,1,8,1,1,1,8,7,1,7,3,8,8,1,1,3,1,11,1,1,1,7,3,2,1,8,1,1,1,1,1,1,1,1
1,259,16,,Нов. Кадеево,1,1,10,1,1,1,1,1,8,1,1,1,3,6,2,1,2,8,1,1,1,8,8,1,7,3,1,8,1,1,1,1,11,8,1,1,7,8,2,1,8,1,1,1,1,2,1,1,1
1,166,16,с,Шахмайкино,1,1,10,1,1,2,1,1,1,1,1,1,6,6,2,2,2,1,1,1,1,8,8,1,7,8,1,8,1,1,1,1,11,1,1,1,7,2,2,1,7,2,1,1,1,1,1,1,1
1,257,16,с,Старое Ибрайкино,1,1,10,1,1,1,1,1,1,1,1,1,6,6,2,2,2,8,1,1,1,8,1,1,7,3,1,8,1,1,1,1,11,1,1,1,7,2,2,1,8,2,2,1,7,1,1,1,1
1,260,16,с,Старые Киязлы,1,1,10,1,1,2,1,1,8,1,1,1,3,6,2,1,2,1,1,1,1,8,1,1,7,3,8,8,1,1,1,1,11,1,1,1,7,8,2,1,7,2,1,1,1,1,1,1,1
1,149,16,с,Исляйкино,1,1,10,1,1,1,1,1,1,1,1,1,6,6,2,2,2,8,1,1,1,8,1,1,1,3,1,8,1,1,1,1,11,1,1,1,7,2,2,1,7,2,1,1,1,1,1,1,1
1,153,16,с,Средние Тиганы,1,1,10,1,1,1,1,1,8,1,1,1,3,6,2,2,2,8,1,1,1,1,1,1,7,3,1,2,1,1,1,1,1,2,1,1,7,2,2,1,7,7,1,1,1,7,1,1,1
1,235,16,с,Старое Алпарово,1,1,10,1,1,1,1,1,1,1,1,1,6,6,2,2,2,8,1,1,1,8,1,8,7,1,2,2,1,1,1,1,11,8,1,1,7,3,2,1,7,7,2,1,8,2,1,1,1
1,240,16,с,Старое Ямкино,1,1,10,1,1,1,1,1,1,1,2,1,6,6,2,1,2,8,1,1,1,8,1,1,7,1,1,2,1,1,1,2,11,2,1,1,7,1,2,1,2,1,1,1,7,2,1,1,1
1,154,16,с,Сухие Курнали,1,1,10,1,1,1,1,1,8,1,1,1,3,6,2,2,2,7,1,1,1,8,1,1,7,3,1,2,8,1,1,1,11,8,1,1,7,2,2,1,8,2,1,1,7,2,1,1,1
1,233,16,с,Новые Челны,1,1,10,1,1,1,1,1,1,1,1,1,3,6,1,2,1,8,1,1,1,8,1,1,8,1,1,8,1,1,1,1,1,2,1,1,7,8,2,1,8,7,1,1,1,2,1,1,1
1,239,16,с,Нижнее Алькеево,1,1,10,1,1,1,1,1,1,1,1,1,3,6,1,2,2,8,1,1,1,8,8,8,7,1,2,1,1,1,1,2,11,2,1,1,7,1,2,1,8,1,1,1,7,1,1,1,1
1,244,16,с,Татарское Ахметьево,1,1,10,1,1,1,1,1,1,1,1,1,6,6,2,1,2,8,1,1,1,8,1,1,7,1,8,1,1,1,1,2,11,2,1,1,7,8,2,1,7,1,1,1,1,2,1,1,1
1,128,16,с,Каргополь,1,1,1,1,1,1,1,1,1,1,1,1,3,6,2,2,1,8,1,1,1,8,8,8,7,8,2,8,8,1,1,1,1,2,1,1,7,8,2,1,8,1,1,1,1,2,1,1,1
1,220,16,с,Тяжбердино,1,1,10,1,1,1,1,1,1,8,1,1,6,6,2,2,2,8,1,1,1,8,1,1,7,1,1,1,1,1,1,2,1,2,1,1,7,1,2,1,7,1,1,1,1,1,1,1,1
1,223,16,с,Татарское Бурнаево,1,1,10,1,2,1,1,1,1,2,1,1,1,6,2,1,1,8,1,1,1,1,1,8,7,1,1,1,1,1,1,2,1,2,1,1,7,8,1,1,8,1,1,1,1,2,1,1,1
1,217,16,с,Ямбухтино,1,1,10,1,1,1,1,1,8,1,1,1,7,6,2,1,1,8,1,1,1,1,1,1,7,1,2,1,1,1,1,1,1,2,1,1,7,1,1,1,8,1,1,1,1,2,1,1,1
1,219,16,с,Старые Салманы,1,1,10,1,2,1,1,1,1,2,1,1,8,6,2,2,1,8,1,1,1,8,1,8,7,1,1,1,8,1,1,2,1,2,1,1,7,1,2,1,7,1,1,1,7,1,12,1,1
1,222,16,с,Татарское Тюгульбаево,1,1,10,1,1,1,1,1,1,1,1,1,7,6,2,1,1,8,1,1,1,8,1,1,7,1,2,1,1,1,1,2,1,2,1,1,7,1,2,1,8,7,1,1,1,2,1,1,1
1,218,16,с,Татарская Тахтала,1,1,10,1,1,1,1,1,8,1,1,1,7,6,2,1,1,8,1,1,1,8,8,1,7,1,2,1,1,1,1,2,1,2,1,1,7,1,2,1,8,1,1,1,1,2,1,1,1
1,126,16,с,Измери,1,1,1,1,2,1,1,1,8,1,1,1,1,6,2,1,1,8,1,1,1,1,1,2,8,1,2,1,1,1,1,1,1,2,1,1,7,1,1,1,8,1,1,1,1,2,1,1,1
1,124,16,с,Ташкирмень,1,8,1,1,1,1,1,1,2,8,1,1,7,6,6,1,1,2,1,1,1,1,7,2,8,1,2,1,1,1,1,1,1,2,1,1,1,1,1,8,7,1,1,1,7,1,1,2,1
1,221,16,с,Средний Юрткуль,1,1,10,1,2,1,1,1,1,2,1,1,1,6,2,1,1,8,1,1,1,1,1,8,7,1,1,1,1,1,1,2,1,2,1,1,7,8,1,1,8,1,1,1,1,2,1,1,1
1,127,16,д,Мордовский Каратай,1,8,1,1,1,1,1,1,8,2,2,1,2,2,1,2,1,8,1,1,1,1,8,2,2,2,1,2,1,2,1,2,1,2,1,1,7,1,1,1,8,7,1,1,7,1,1,2,1
1,125,16,с,Большие Кармалы,1,1,1,1,2,1,1,1,8,2,8,1,1,6,2,2,1,2,8,1,1,1,1,1,7,1,2,1,1,1,1,2,1,2,1,1,7,1,1,1,8,1,1,1,7,1,12,1,1
1,94,16,д,Азимово-Курлебаш,2,1,1,1,2,1,1,1,8,2,8,1,8,3,2,2,2,2,1,1,1,1,1,8,7,1,2,1,1,1,1,2,1,2,1,1,7,1,1,1,8,1,1,1,7,1,12,1,1
1,98,16,,Большие Янгасала,2,1,1,1,2,1,1,1,8,2,8,1,7,6,2,2,2,2,8,1,1,1,1,8,7,1,2,1,1,1,1,2,1,2,1,1,7,1,1,1,8,1,1,1,7,1,12,1,1
1,102,16,с,Балтачево,2,1,1,1,2,1,1,1,8,2,1,1,8,3,2,2,1,2,8,1,1,1,1,8,7,1,2,1,1,1,1,2,1,2,1,1,7,1,1,1,8,1,1,1,7,1,12,1,1
1,97,16,с,Большие Болгояры,2,1,1,1,2,1,1,1,8,2,8,1,8,3,2,2,2,2,8,1,1,1,8,8,7,1,2,1,1,1,1,2,1,2,1,1,7,1,1,1,8,1,1,1,7,1,12,1,1
1,104,16,с,Большие Атряси,2,1,1,1,2,1,1,1,8,2,1,1,8,3,2,2,1,2,8,1,1,1,8,8,7,1,2,1,1,1,1,2,1,2,1,1,7,1,1,1,8,1,1,1,7,1,1,1,1
1,106,16,с,Большая Турма,2,1,1,1,2,1,1,1,1,2,8,1,8,6,2,2,1,2,8,1,1,1,1,1,7,1,2,1,1,1,1,2,1,2,1,1,7,1,1,1,8,1,1,1,1,1,12,1,1
1,93,16,с,Старое Барышево,2,1,1,1,2,1,1,1,1,2,8,1,8,3,2,2,1,2,8,1,1,1,1,8,7,1,2,1,1,1,1,2,1,2,1,1,7,1,1,1,8,1,1,1,7,1,12,1,1
1,96,16,с,Чуру-Барышево,1,1,1,1,2,1,1,1,8,2,8,1,7,3,2,2,1,2,8,1,1,8,1,8,7,1,2,1,1,1,1,2,1,2,1,1,7,1,2,1,8,1,1,1,7,1,12,1,1
1,212,16,с,Татарская Беденьга,1,1,1,1,1,1,1,1,1,2,1,1,8,3,2,1,2,2,1,1,1,8,1,2,7,1,2,1,1,1,1,2,1,2,1,1,7,1,2,1,7,7,1,1,2,1,1,1,1
1,209,16,д,Большая Карланга,1,1,10,1,1,1,1,1,1,2,8,1,8,6,2,2,2,7,1,1,1,8,7,1,7,1,1,1,1,1,1,2,1,2,1,1,7,1,2,1,7,1,1,1,1,1,12,1,1
1,41,16,с,Большой Сардек,1,1,1,1,1,1,1,1,6,1,1,1,1,3,6,1,1,2,1,1,8,1,7,1,8,1,2,1,8,1,3,1,3,2,1,1,2,1,1,8,7,1,1,2,8,2,2,1,1
1,92,16,с,Шамбулыхчы,1,1,13,1,1,1,1,1,1,1,8,1,1,6,2,2,1,2,8,1,1,8,8,1,7,1,2,1,1,1,1,2,1,2,1,1,7,1,2,1,7,1,1,1,7,1,1,1,1
2,26,16,д,Чишма,1,1,1,1,1,1,1,1,1,1,2,1,1,6,1,1,1,7,1,1,7,1,7,1,8,1,2,1,1,1,1,1,3,2,1,1,1,1,1,8,7,1,1,1,1,2,1,1,1
1,100,16,с,Деушево,1,1,1,1,1,1,1,1,8,2,8,1,1,3,2,2,1,2,1,1,1,8,7,2,7,1,2,1,1,1,1,2,1,2,1,1,7,1,2,1,7,1,1,1,7,1,12,1,1
1,103,16,с,Черки-Кильдуразы,1,1,1,1,1,1,1,1,1,2,8,1,1,6,2,2,2,2,1,1,1,8,7,1,7,1,1,1,1,1,1,2,1,2,1,1,7,1,2,1,7,1,1,1,1,1,1,1,1
1,210,16,с,Старый Студенец,1,1,10,1,1,1,1,1,1,1,8,2,6,6,2,2,2,8,1,1,1,8,1,1,8,3,1,8,1,1,1,2,11,1,1,1,7,2,2,1,7,7,1,1,1,1,1,1,1
1,213,16,с,Сюндюково,1,1,1,1,1,1,1,1,1,2,1,1,8,3,2,1,2,2,1,1,1,8,1,2,7,1,2,1,1,1,1,2,1,2,1,1,2,1,2,1,7,1,1,1,2,1,1,1,1
1,211,16,с,Старые Тинчали,1,1,10,1,1,1,1,1,1,1,10,1,6,6,2,2,2,1,1,1,1,8,8,8,8,3,1,1,1,1,1,2,11,1,1,1,7,2,2,1,7,2,1,1,1,1,1,1,1
